parent_asin,title,categories,details,average_rating,rating_number,price,bought_together
B000FN5NJ0,A Peek Into The Underworld,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.5 x 4.8 x 0.4 inches; 0.71 Ounces"", ""Date First Available"": ""May 9, 2006""}",4.3,3,5.94,
B00GJKDAGG,Celine Dion: Loved Me Back To Life,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""Columbia"", ""Date First Available"": ""November 8, 2013"", ""Label"": ""Columbia"", ""Number of discs"": ""1""}",4.2,5,26.26,
B019GRH4P6,Wonderful World of Romance for Tiny Tim Fans Only by CD Baby,[],"{""Date First Available"": ""December 22, 2015""}",4.7,5,,
B000023XQ8,alkohol & alte scheine,[],"{""Package Dimensions"": ""5.51 x 4.88 x 0.39 inches; 3.52 Ounces"", ""Manufacturer"": ""noise"", ""Date First Available"": ""March 4, 2010"", ""Label"": ""noise"", ""Country of Origin"": ""United Kingdom"", ""Number of discs"": ""1""}",5.0,1,26.8,
B0055EPP0Q,"Educational Record Reference Library Band Program No 2 - Vinyl LP - Menotti, Smith, Williams, Shostakovich, Nixon, Johnson",[],"{""Date First Available"": ""October 2, 2015""}",5.0,1,,
B001KNALT6,"Oliver Sacks, The Mind Traveler SHANE : Tourette's Syndrome",[],"{""Date First Available"": ""December 1, 2011""}",5.0,1,,
B0000247YR,The Collection (The Collector Series),[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.5 x 4.9 x 0.4 inches; 4 Ounces"", ""Manufacturer"": ""Castle Communications"", ""Date First Available"": ""August 12, 2013"", ""Label"": ""Castle Communications"", ""Number of discs"": ""1""}",3.8,7,52.92,
B00005Y3JL,"Federico García Lorca, Manual de Falla: Canciones populares españolas",[],"{""Product Dimensions"": ""5.59 x 0.2 x 4.92 inches; 3.53 Ounces"", ""SPARS Code"": ""DDD"", ""Date First Available"": ""May 7, 2016"", ""Number of discs"": ""1""}",5.0,1,23.25,
B004131U7O,"mrs. brown, you've got a lovely daughter",[],"{""Manufacturer"": ""MGM"", ""Date First Available"": ""December 2, 2011"", ""Label"": ""MGM""}",3.5,4,7.95,
B007X6SYE8,The Artistry of Joseph Keilberth: Bruckner: Symphony No.6,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.88 Ounces"", ""Date First Available"": ""April 24, 2012""}",3.5,4,25.0,
B078JJLTLT,Mahler: Symphonies 2 & 8,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.47 x 4.88 x 0.43 inches; 3.88 Ounces"", ""Manufacturer"": ""MEMORIES"", ""Date First Available"": ""March 8, 2018"", ""Label"": ""MEMORIES"", ""Number of discs"": ""2""}",5.0,2,26.59,
B019VMAG2E,MEGADETH - THE BEST OF…,[],{},5.0,1,,
B000GEAE4M,Reach of Love,[],"{""Manufacturer"": ""Grrr Records"", ""Date First Available"": ""June 20, 2006"", ""Label"": ""Grrr Records""}",4.8,5,,
0800655958,Dancing At the Harvest,[],"{""Manufacturer"": ""Augsburg Fortress"", ""Date First Available"": ""April 28, 2008"", ""Label"": ""Augsburg Fortress"", ""Number of discs"": ""1""}",4.5,2,7.59,
B001CB9UNE,Play With Fire,[],"{""Product Dimensions"": ""4.92 x 5.51 x 0.39 inches; 2.06 Ounces"", ""Item model number"": ""WT 5113"", ""Date First Available"": ""December 5, 2008"", ""Number of discs"": ""1""}",3.8,4,14.99,
B01G4CFUTI,Beach Beat Shaggin,[],"{""Date First Available"": ""January 3, 2017""}",4.0,1,,
B000MMR5O0,Play Classics,[],"{""Date First Available"": ""March 2, 2010""}",5.0,1,,
B007GC4JOI,CD - Fernanda Brum e Eyshila - Amigas vol. 2,[],"{""Date First Available"": ""March 2, 2012""}",5.0,2,29.97,
B00FT02S4W,"So Intense by Fischer, Lisa (1991) Audio CD",[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""October 20, 2013""}",4.3,352,94.39,
B000E3BTFS,Here's to the Irish ~ Volume 1,[],{},5.0,2,2.93,
B0012L662M,Singer Songwriter,[],"{""Date First Available"": ""September 12, 2012"", ""Number of discs"": ""3""}",4.0,5,,
B00CSOLQT0,Yes - Pet Shop Boys,[],"{""Manufacturer"": ""EMI"", ""Date First Available"": ""May 15, 2013"", ""Label"": ""EMI""}",5.0,5,,
B08BF2V53J,Album No. 8 Deluxe,[],"{""Product Dimensions"": ""0.47 x 5 x 5.55 inches; 2.33 Ounces"", ""Date First Available"": ""October 13, 2020"", ""Number of discs"": ""1""}",4.6,580,14.0,
B007JE3CP0,The Roots Of Bob Dylan,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.6 x 5.6 x 0.3 inches; 0.8 Ounces"", ""Date First Available"": ""August 13, 2012"", ""Number of discs"": ""1""}",5.0,1,5.97,
B075ZH6C4R,Nada Meets Johannes Brahms,[],"{""Package Dimensions"": ""5.5 x 5 x 0.5 inches"", ""Manufacturer"": ""Meii Enterprises"", ""Date First Available"": ""September 27, 2017"", ""Label"": ""Meii Enterprises""}",5.0,1,,
B002U2PFW4,Y Sigue El Tirmo,[],"{""Date First Available"": ""September 27, 2012""}",5.0,2,21.98,
B004EAN36K,Hymns At Home,[],{},5.0,2,4.99,
B00L0ED8CW,"Sample, Joe Old Faces Old Places Mainstream Jazz",[],"{""Date First Available"": ""June 15, 2014""}",3.0,1,12.95,
B004FVFUK0,"Milhaud: Le Train Bleu; Auric: Les Facheux; Satie: Jack in the Box Markevitch, Cond.",[],"{""Manufacturer"": ""Varese"", ""Date First Available"": ""December 10, 2010"", ""Label"": ""Varese""}",5.0,1,14.95,
B000TOOC5Q,Since I lost My Baby,[],"{""Manufacturer"": ""Gordy"", ""Date First Available"": ""July 15, 2007"", ""Label"": ""Gordy""}",5.0,1,135.0,
B00KY1A1LI,CD-Banda e Voz-Familia,[],"{""Date First Available"": ""May 20, 2015""}",5.0,1,,
B000C79B2E,Moods of the Pan Flute - 2 CD Set,[],"{""Manufacturer"": ""Platinum"", ""Date First Available"": ""November 10, 2005"", ""Label"": ""Platinum""}",5.0,1,44.84,
B004OMRRX8,Made in Iceland,[],"{""Package Dimensions"": ""5.6 x 5 x 0.5 inches; 1.6 Ounces"", ""Date First Available"": ""February 20, 2011""}",4.8,3,,
B000RTABTO,Spa Scapes (Garden Botanika),[],"{""Manufacturer"": ""Emphasis"", ""Run time"": ""1 hour"", ""Date First Available"": ""June 11, 2007"", ""Label"": ""Emphasis"", ""Number of discs"": ""1""}",5.0,1,,
B01KAUFLYE,Weit Flog Ich: Lieder by Ildiko Raimondi (2010-07-13),[],"{""Date First Available"": ""September 15, 2017""}",4.0,1,,
B00GKR1AZ6,World Machine Import Edition by Level 42 (1999) Audio CD,[],"{""Date First Available"": ""December 22, 2013""}",4.6,186,,
B000YF7YIC,Dialogue Between Oud and Rhythms,[],"{""Date First Available"": ""November 6, 2007""}",5.0,1,,
B000637DT2,Troubled Child,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""September 19, 2004"", ""Number of discs"": ""1""}",5.0,1,9.99,
B01KAS90IE,Strobe by Rob Walker (1996-06-07),[],"{""Date First Available"": ""August 18, 2017""}",4.5,4,,
B000V8Z5EC,Messiah - The Toronto Mendelssohn Choir - George Friderick Handel,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""August 19, 2007""}",4.0,1,19.99,
B003VSM60K,Earth vs. the Spider,[],"{""Manufacturer"": ""Kritzerland"", ""Date First Available"": ""July 14, 2010"", ""Label"": ""Kritzerland"", ""Number of discs"": ""1""}",4.2,2,,
B000025L3V,Haba;Mother,[],{},4.0,1,195.0,
B001VRQUVE,Songs of Mercy and Justice: 10 songs about mercy and justice to celebrate 25 years of World Visions work,[],"{""Manufacturer"": ""CD+DVD"", ""Date First Available"": ""October 22, 2014"", ""Label"": ""CD+DVD""}",4.0,1,,
B0032IVOGG,Aloha Hawaii By Andy Iona and His Orchestra,[],"{""Package Dimensions"": ""12.2 x 10.6 x 0.7 inches; 2.55 Pounds"", ""Date First Available"": ""December 31, 2009"", ""Manufacturer"": ""Columbia Records""}",5.0,1,,
B01MFDTY70,Indescribable Night by Kate St John,[],"{""Date First Available"": ""August 3, 2017""}",3.8,11,33.32,
B0002DOT02,Face The Crowd,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 0.01 Ounces"", ""Manufacturer"": ""Pamplin Records"", ""Date First Available"": ""June 5, 2004"", ""Label"": ""Pamplin Records"", ""Number of discs"": ""1""}",4.0,2,3.98,
B000EVFKJ6,"Wagner: Die Meistersinger von Nurnburg Gundula Janowitz, Sandor Konya, Thomas Stewart, Thomas Hemsley, Franz Crass, Brigitte Fassbaender, Gerhard Unger; Rafael Kubelik",[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""Cantus Classics, Abridged"", ""Date First Available"": ""March 5, 2006"", ""Label"": ""Cantus Classics, Abridged"", ""Number of discs"": ""4""}",5.0,1,,
B00G1VC7VC,"The Glory of Their Times ""The Story of The Early Days of Baseball Told By The Men Who Played It"" Created and edited by Lawrence S. Ritter Original 1966 Sonic Recording Product K-442 Sam Crawford, Goose Goslin, Davy Jones, Rube Marquard, Edd Roush....       clean",[],"{""Package Dimensions"": ""13 x 13 x 1 inches; 1.38 Pounds"", ""Manufacturer"": ""SONIC RECORDING PRODUCTS"", ""Date First Available"": ""October 21, 2013"", ""Label"": ""SONIC RECORDING PRODUCTS"", ""Number of discs"": ""1""}",4.7,1385,,
B000B86JQK,"Berlioz: Grande Symphonie Funebre Et Triomphe, Gossec: Symphonie Militaire, Jadin: Overture, Gossec: Marche Lugubre, Cherubini: Hymnne a La Victoire, Lefevre Hymne a L'agriculture, La Marseillaise",[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.88 Ounces"", ""Date First Available"": ""August 31, 2005"", ""Number of discs"": ""1""}",5.0,2,3.9,
B00004XYJN,Cowsong,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Language"": ""English"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""August 14, 2014"", ""Number of discs"": ""1""}",3.0,1,62.0,
B00IS9N2I2,If Memory Serves Us Well (double album on single CD),[],"{""Manufacturer"": ""St. Valentine Records"", ""Date First Available"": ""March 4, 2014"", ""Label"": ""St. Valentine Records""}",4.6,5,,
B001F357RM,It's The Holidays Again! (2005) Old Navy,[],"{""Package Dimensions"": ""5.5 x 4.8 x 0.5 inches; 4.5 Pounds"", ""Date First Available"": ""August 30, 2008""}",5.0,1,14.95,
B00260VF6U,Ever in Joyful Song,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.88 Ounces"", ""Date First Available"": ""April 8, 2009""}",5.0,3,,
B000UMG86S,Creation [12 inch VINYL Single],[],"{""Date First Available"": ""October 2, 2012""}",2.0,1,,
B07FSXGVQH,Unplugged CD,[],"{""Manufacturer"": ""Alternative Edge"", ""Date First Available"": ""July 23, 2018"", ""Label"": ""Alternative Edge""}",5.0,2,,
B00FZ1OJI8,Stronger Than Pride by Sade (1990) Audio CD,[],"{""Date First Available"": ""October 29, 2013""}",4.6,7,15.99,
B00FY3O7RK,Pov Import Edition by Utopia (2011) Audio CD,[],"{""Date First Available"": ""March 2, 2014""}",4.7,42,29.99,
B00APKVPYK,IsoMike Tests 2008A (Super Test SACD IsoMike),[],"{""Run time"": ""1 hour and 19 minutes"", ""Date First Available"": ""December 17, 2012""}",5.0,1,9.0,
B004LXFJNU,El Funcionario,[],"{""Manufacturer"": ""Karen"", ""Date First Available"": ""February 2, 2011"", ""Label"": ""Karen""}",4.9,7,28.99,
B00933PF0A,STYLUS Self-Titled S/T LP Prodigal P7-10030R1 Vinyl Album Record,[],"{""Date First Available"": ""April 1, 2013""}",5.0,1,9.54,
B00005G9EZ,STREET LEGAL,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""SONY MUSIC ENTERTAINMENT JAPAN"", ""Date First Available"": ""August 8, 2012"", ""Label"": ""SONY MUSIC ENTERTAINMENT JAPAN"", ""Number of discs"": ""1""}",4.6,15,,
B00FT10QV8,25 Favorites Very Veggie Tunes by Veggietales (2009) Audio CD,[],"{""Date First Available"": ""December 19, 2013""}",4.8,95,,
B006UKO67M,"Donizetti: Lucia di Lammermoor (Brani Scelti/Scenes) (December 12, 1957, Trieste) with Bonus Finale of Basile Conducting Anna Bolena from Milan in 1965",[],"{""Manufacturer"": ""Hunt Productions"", ""Date First Available"": ""January 6, 2012"", ""Label"": ""Hunt Productions"", ""Number of discs"": ""1""}",4.9,406,,
B01MEETDA6,Love C o l l e c t i o n (incl. Missing You),[],"{""Manufacturer"": ""International"", ""Date First Available"": ""March 5, 2014"", ""Label"": ""International""}",5.0,1,22.99,
B005C4XC2W,Hope Specials Volume One,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""July 11, 2011""}",4.0,1,6.21,
B0088EUDL6,"EDDIE CANTOR COLLECTION - Old Time Radio 3 mp3 CD-ROM - 144 Shows Total Time: 66:50:00 (Old Time Radio, Music Series)",[],"{""Date First Available"": ""June 3, 2012""}",4.0,1,,
B00ZJTPLJ2,Nat King Cole Near Mint Stereo Lp - Nat King Cole Sings His Songs From Cat Ballou - Capitol 1965,[],"{""Date First Available"": ""July 17, 2015""}",3.8,4,12.38,
B0000CAOJZ,I believe in miracles [Single-CD],[],"{""Package Dimensions"": ""5.43 x 4.88 x 0.31 inches; 2.89 Ounces"", ""Manufacturer"": ""xxx"", ""Date First Available"": ""September 11, 2008"", ""Label"": ""xxx"", ""Number of discs"": ""1""}",4.3,7,3.25,
5556107467,King of the Delta Blues Singer,[],"{""Product Dimensions"": ""5 x 5.5 x 0.5 inches; 8 Ounces"", ""Date First Available"": ""August 20, 2012"", ""Number of discs"": ""1""}",5.0,1,,
B01JTD750Q,Sticks & Stones and Broken Bones by Toll,[],"{""Manufacturer"": ""Geffen Records"", ""Date First Available"": ""July 18, 2020"", ""Label"": ""Geffen Records""}",3.8,4,,
B000B9SQA6,Live & Kickin',[],"{""Package Dimensions"": ""5.5 x 4.9 x 0.4 inches; 3.2 Ounces"", ""Manufacturer"": ""Belaire Records"", ""Date First Available"": ""September 5, 2005"", ""Label"": ""Belaire Records""}",5.0,9,7.26,
B003M65GSU,Invites You To Listen,[],"{""Package Dimensions"": ""12.25 x 12.25 x 0.1 inches"", ""Date First Available"": ""May 13, 2010""}",4.9,10,127.0,
B00O131JTI,Ronco Presents Superstars Original Super Hits,[],"{""Package Dimensions"": ""12.72 x 12.28 x 0.51 inches; 7.41 Ounces"", ""Date First Available"": ""September 29, 2014""}",3.0,1,14.97,
B000ELN750,Golden Monkey Fist,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""February 13, 2006"", ""Number of discs"": ""1""}",4.5,2,99.99,
B002CTFQCY,"HANDEL: MESSIAH (highlights) - MacMillan, Toronto Sym., Toronto Mendelssohn Chor., Marshall, Palmateer, Vickers, Milligan - RCA LM-2088 (mono) [LP RECORD]",[],"{""Manufacturer"": ""RCA RED SEAL"", ""Date First Available"": ""June 10, 2009"", ""Label"": ""RCA RED SEAL""}",4.0,1,4.98,
B014I3GIBE,Bark at the Moon By Ozzy Osbourne (1995-11-06),[],"{""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""November 27, 2015""}",4.7,1999,25.99,
B004LUMPAI,Ginger Baker At His Best,[],"{""Package Dimensions"": ""14.4 x 12.5 x 0.9 inches; 1.35 Pounds"", ""Date First Available"": ""February 2, 2011""}",4.7,4,30.0,
B01347E2I6,Divine Flute - Pandit Ronu Majumdar - A Soulful Interpretation Of Timeless Bhajans,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.5 x 4.9 x 0.4 inches; 1.6 Ounces"", ""Manufacturer"": ""Strumm Entertainment"", ""Date First Available"": ""July 31, 2015"", ""Label"": ""Strumm Entertainment"", ""Number of discs"": ""1""}",4.4,4,,
B00077F402,Ring of Roses,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Item Weight"": ""9.63 Ounces"", ""Date First Available"": ""February 12, 2007"", ""Number of discs"": ""1""}",4.3,5,,
B00006JJB4,TELL THE TRUTH,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""PONY CANYON"", ""Date First Available"": ""December 28, 2012"", ""Label"": ""PONY CANYON"", ""Number of discs"": ""1""}",5.0,1,21.75,
B003TNILAG,Toive - Karelian Folk Music Ensemble,[],"{""Manufacturer"": ""Sketis music"", ""Date First Available"": ""September 17, 2012"", ""Label"": ""Sketis music"", ""Number of discs"": ""1""}",5.0,1,20.55,
B0031KQ654,Here's That Rainy Day,[],"{""Manufacturer"": ""RCA Victor"", ""Date First Available"": ""December 21, 2009"", ""Label"": ""RCA Victor""}",4.8,2,199.98,
B00450AEYI,Handed Down,[],"{""Product Dimensions"": ""5.59 x 0.39 x 4.92 inches; 2.86 Ounces"", ""Manufacturer"": ""CD"", ""Date First Available"": ""December 27, 2014"", ""Label"": ""CD"", ""Number of discs"": ""1""}",4.7,7,11.24,
B0026A5TX0,THE ONE GIVETH. THE COUNT TAKETH AWAY(reissue),[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""WARNER MUSIC JAPAN"", ""Date First Available"": ""August 25, 2011"", ""Label"": ""WARNER MUSIC JAPAN"", ""Number of discs"": ""1""}",5.0,2,,
B000026XVA,Mummer,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.88 Ounces"", ""Manufacturer"": ""Virgin"", ""Date First Available"": ""June 23, 2012"", ""Label"": ""Virgin"", ""Number of discs"": ""1""}",4.6,166,6.01,
B0007DAXJS,Beethoven Symphony No.7. Stravinsky The Rite Of Spring. Berlin Philharmonic/ Karajan. 'Live' R,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""PALEXA"", ""SPARS Code"": ""DDD"", ""Date First Available"": ""June 26, 2010"", ""Label"": ""PALEXA"", ""Country of Origin"": ""France"", ""Number of discs"": ""1""}",5.0,2,87.34,
B00GMVAC90,"Midnight Love by Gaye, Marvin (1989) Audio CD",[],"{""Date First Available"": ""March 2, 2014""}",4.7,401,,
B00FZ0R6RA,"Deep in the Night by James, Etta (1996) Audio CD",[],"{""Date First Available"": ""July 28, 2014""}",4.9,39,,
5554040527,Very Best of Prince,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""5 x 5.5 x 0.5 inches; 8 Ounces"", ""Date First Available"": ""November 9, 2012"", ""Number of discs"": ""1""}",4.7,4642,,
B000091H7A,(I Want To Be) Elected,[],"{""Package Dimensions"": ""5.59 x 4.96 x 0.31 inches; 2.88 Ounces"", ""Manufacturer"": ""London"", ""Date First Available"": ""November 5, 2010"", ""Label"": ""London"", ""Number of discs"": ""1""}",5.0,1,32.11,
B000LSTCSM,Super Country '94,[],"{""Package Dimensions"": ""5.5 x 4.8 x 0.6 inches; 3.2 Ounces"", ""Manufacturer"": ""Quality"", ""Date First Available"": ""December 14, 2006"", ""Label"": ""Quality"", ""Number of discs"": ""1""}",5.0,2,80.47,
B000ANRWYO,No Matter,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""CDBY"", ""Item model number"": ""smallspace"", ""Date First Available"": ""December 7, 2006"", ""Label"": ""CDBY"", ""Number of discs"": ""1""}",4.0,1,6.45,
B002L0V8DA,Chaz Jankel-Chazablanca,[],"{""Item Weight"": ""0.01 Ounces"", ""Manufacturer"": ""A & M Records"", ""Date First Available"": ""August 10, 2009"", ""Label"": ""A & M Records""}",5.0,1,5.98,
B001W927MC,Scares Me More (Rare Cdsingle w/ 2 Live Tracks) Including a Version of Peter Gabriel in Your Eyes,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""March 17, 2009""}",4.2,2,2.49,
B002XVVC5G,"Veggie Tales Christmas CD: ""A Very Veggie Christmas""",[],"{""Date First Available"": ""March 11, 2010""}",4.8,37,,
B00BHC9KTC,Mardi Gras A Musical / Original London Cast Recording,[],"{""Manufacturer"": ""EMI"", ""Date First Available"": ""February 18, 2013"", ""Label"": ""EMI""}",5.0,2,125.99,
B00001ZUDB,Higher,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 3.53 Ounces"", ""Manufacturer"": ""Import"", ""Date First Available"": ""August 23, 2012"", ""Label"": ""Import"", ""Number of discs"": ""1""}",4.3,20,47.2,
B000MKA71U,25 Timeless Love Songs,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""RCA"", ""Date First Available"": ""January 9, 2007"", ""Label"": ""RCA""}",5.0,2,49.95,
B00FY3GQEM,"Revolution Of The Mind Live Edition by Brown, James (1993) Audio CD",[],{},4.7,14,,
B01AXLMR56,From Here On Out by The Cuts,[],"{""Date First Available"": ""September 12, 2017""}",4.4,4,,
B0989JFR5P,Magic: the Gathering - Verdant Command (182) - Foil - Modern Horizons 2,[],"{""Date First Available"": ""June 24, 2021""}",5.0,2,,
B0076DGMZG,Discover The Sound Of Worship,[],"{""Product Dimensions"": ""4.9 x 5.6 x 0.4 inches; 3.2 Ounces"", ""Manufacturer"": ""Kingsway Music ‎"", ""Date First Available"": ""February 8, 2012"", ""Label"": ""Kingsway Music ‎"", ""Number of discs"": ""1""}",5.0,1,4.75,
B00E37WDH4,"Pop CD, Sandy Denny - Rendezvous [2CD Deluxe Edition][002kr]",[],"{""Date First Available"": ""November 23, 2017""}",5.0,1,,
B006XL8674,free as the wind / gates of eden 45 rpm single,[],"{""Date First Available"": ""August 26, 2012""}",5.0,1,199.99,
B000BK3W1I,"Schumann - Liederkreis, Op.39, Twelve Poems, Op.35",[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""BBC Music Volume II, Number 10"", ""Run time"": ""64 minutes"", ""Date First Available"": ""September 25, 2005"", ""Label"": ""BBC Music Volume II, Number 10"", ""Number of discs"": ""1""}",4.0,1,2.5,
B004NIYEPW,"Gone With the Wind, original London cast",[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.51 x 4.96 x 0.24 inches; 2.82 Ounces"", ""Manufacturer"": ""Kritzerland"", ""Date First Available"": ""May 1, 2011"", ""Label"": ""Kritzerland"", ""Number of discs"": ""1""}",4.3,8,24.98,
B00FSZLKYW,The Low End Theory by Tribe Called Quest (1991) Audio CD,[],{},4.5,13,21.98,
B000BR8P4A,Sprung,[],"{""Date First Available"": ""January 20, 2013"", ""Number of discs"": ""1""}",4.0,1,,
B000UWT4NC,Sir Duke: The Classic Victor Recordings 1940 - 1942,[],"{""Date First Available"": ""August 9, 2007""}",5.0,3,,
B002H9LKN8,All Fallen Heroes,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""July 12, 2009""}",5.0,4,35.99,
B0046VNU3I,Ricci Plays Ginastera & Paganini,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.88 Ounces"", ""Date First Available"": ""October 11, 2010""}",5.0,1,,
B0008GRXDI,Someday... Now!; Tony Barber,[],"{""Date First Available"": ""March 26, 2005"", ""Number of discs"": ""1""}",5.0,1,51.68,
B00FNY9112,Pictures (Import),[],"{""Package Dimensions"": ""5.5 x 4.8 x 0.4 inches; 2.56 Ounces"", ""Manufacturer"": ""Dramatico"", ""Date First Available"": ""October 5, 2013"", ""Label"": ""Dramatico"", ""Number of discs"": ""1""}",4.5,30,19.45,
B000MC5KEW,White Dwarfs And Red Giants,[],"{""Manufacturer"": ""Molecular"", ""Date First Available"": ""January 1, 2007"", ""Label"": ""Molecular""}",4.0,1,3.99,
B00FY3XX4I,"Tell It to My Heart by Dayne, Taylor (1990) Audio CD",[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""March 2, 2014""}",4.7,173,7.98,
B000KHZEJ0,Timeless Inspiration - Set of 4 Cds,[],"{""Package Dimensions"": ""5.6 x 4.9 x 1 inches; 7.2 Ounces"", ""Manufacturer"": ""Sony BMG"", ""Date First Available"": ""November 10, 2006"", ""Label"": ""Sony BMG"", ""Number of discs"": ""4""}",5.0,4,,
B001MVXTUO,Harsh,[],"{""Date First Available"": ""December 3, 2008""}",4.0,1,,
B000SUH65Y,Mozart - Die 4 Hornkonzerte (Horn Concertos - Concertos Pour Cor),[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""Teldec"", ""Date First Available"": ""June 30, 2007"", ""Label"": ""Teldec""}",4.5,3,25.1,
B000084I1Z,Nandu's dance,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 1.11 Pounds"", ""Date First Available"": ""August 24, 2012"", ""Number of discs"": ""1""}",4.5,2,28.8,
B013H126JG,Pacific Ocean Blue by Dennis Wilson (2010-03-09),[],"{""Date First Available"": ""August 5, 2017""}",5.0,4,,
B0007LULH4,In the Garden of Eden,[],"{""Product Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.88 Ounces"", ""Manufacturer"": ""M&E"", ""Date First Available"": ""April 29, 2007"", ""Label"": ""M&E"", ""Number of discs"": ""1""}",4.1,8,38.99,
B000DZB56A,Grandes Heures Liturgiques A Notre Dame De Paris,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""FY/RCA"", ""Run time"": ""56 minutes"", ""Date First Available"": ""December 19, 2005"", ""Label"": ""FY/RCA"", ""Number of discs"": ""1""}",5.0,3,45.56,
B0C36ZN5VH,Nightsong: Love Songs & Lullabies,[],"{""Manufacturer"": ""CD Baby"", ""Date First Available"": ""April 21, 2023"", ""Label"": ""CD Baby""}",5.0,2,,
B008E7C16C,Widening Embrace,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""June 23, 2012""}",4.0,1,2.25,
B008024WLI,"The Glorious Cause, UNABRIDGED Library Edition",[],"{""Date First Available"": ""February 16, 2014""}",4.7,1368,,
B000QCI3YM,Musorgsky - Boris Godunov - Fidelio,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""Fidelio"", ""Date First Available"": ""May 7, 2007"", ""Label"": ""Fidelio"", ""Number of discs"": ""3""}",5.0,1,,
B00455XFZI,Depth of Thought,[],"{""Package Dimensions"": ""12.2 x 12 x 0.2 inches; 9.6 Ounces"", ""Date First Available"": ""November 30, 2012""}",5.0,2,,
